CHR	Start	End
6	106192366	106192400
6	106216825	106216858
6	106277332	106277417
6	106249872	106249973
6	106221499	106221557
6	106332024	106332099
6	106199098	106199225
6	106190972	106191032
6	106340536	106340636
6	106295547	106295593
6	106331258	106331373
6	106328339	106328477
6	106303960	106304067
6	106194793	106194864
6	106296686	106296755
6	106325453	106325648
6	106325455	106325648
6	106298429	106298504
6	106258570	106258625
6	106319872	106320038
6	106259794	106260016
6	106284328	106284391
6	106246074	106246309
6	106255240	106255276
6	106234631	106234668
6	106325383	106325855
6	106313685	106313916
6	106240032	106240075
6	106197877	106197936
6	106274834	106274882
6	106203712	106203783
6	106339529	106339578
6	106204014	106204071
6	106263058	106263122
6	106224585	106224618
6	106280084	106280218
6	106258241	106258341
6	106325650	106325777
6	106306207	106306259
6	106203617	106203675
6	106193465	106193568
6	106241392	106241503
6	106325114	106325150
6	106235607	106235889
6	106309743	106309951
6	106297153	106297375
6	106200508	106200669
6	106292570	106292666
6	106334971	106335021
6	106227118	106227238
6	106269196	106269524
6	106273814	106273874
6	106194207	106194326
6	106338198	106338324
6	106201261	106201330
6	106307120	106307196
6	106317039	106317166
6	106317039	106317167
6	106182278	106182343
6	106308326	106308489
6	106246223	106246368
6	106205300	106205362
6	106231564	106231649
6	106301095	106301169
6	106281149	106281251
6	106260770	106260845
6	106292799	106292889
6	106182528	106182576
6	106325616	106325889
6	106285315	106285344
6	106250317	106250471
6	106334157	106334229
6	106220491	106220545
6	106245426	106245489
6	106194773	106194815
6	106292565	106292691
6	106234546	106234687
6	106297927	106298259
6	106297926	106298259
6	106300616	106300665
6	106238607	106238684
6	106183011	106183083
6	106185682	106185809
6	106273037	106273117
6	106325458	106325516
6	106211715	106211780
6	106219932	106219994
6	106329632	106329729
6	106219334	106219442
6	106227844	106228149
6	106193165	106193557
6	106285125	106285171
6	106281336	106281440
6	106193297	106193453
6	106246266	106246370
6	106182463	106182636
6	106244171	106244293
6	106306770	106307222
6	106271480	106271525
6	106258167	106258270
6	106300231	106300409
6	106318296	106318339
6	106328055	106328138
6	106232960	106233040
6	106244116	106244170
6	106331012	106331117
6	106325178	106325220
6	106223674	106223746
6	106244692	106244759
6	106255110	106255165
6	106328090	106328221
6	106330821	106330972
6	106210155	106210201
6	106182111	106182163
6	106330915	106330971
6	106302748	106302884
6	106256635	106256738
6	106323526	106323596
6	106234039	106234116
6	106325465	106325522
6	106310137	106310310
6	106236919	106237006
6	106226595	106226703
6	106246936	106247005
6	106334976	106335308
6	106325653	106325777
6	106284476	106284654
6	106203362	106203450
6	106325570	106325759
6	106209275	106209349
6	106247626	106247678
6	106325773	106325889
6	106229845	106229908
6	106277963	106278047
6	106224380	106224469
6	106325714	106325845
6	106332504	106332596
6	106258231	106258277
6	106268132	106268222
6	106284991	106285024
6	106298043	106298187
6	106304643	106304688
6	106299213	106299271
6	106287356	106287698
6	106274937	106275027
6	106330594	106330670
6	106196848	106196887
6	106197859	106197988
6	106325301	106325516
6	106325432	106325626
6	106222576	106222812
6	106336339	106336459
6	106199387	106199474
6	106179853	106179903
6	106300500	106300564
6	106337328	106337516
6	106248542	106248588
6	106282369	106282571
6	106326104	106326242
6	106303173	106303368
6	106330094	106330182
6	106323953	106324117
6	106189613	106189762
6	106325753	106325871
6	106325624	106325770
6	106220787	106220874
6	106327518	106327583
6	106205142	106205258
6	106300590	106300694
6	106329557	106329865
6	106195260	106195314
6	106251190	106251230
6	106340904	106341054
6	106276252	106276592
6	106328695	106328748
6	106303529	106303636
6	106213864	106214062
6	106308170	106308371
6	106284930	106285000
6	106323810	106323894
6	106251074	106251199
6	106296020	106296170
6	106247441	106247746
6	106219351	106219533
6	106255853	106255913
6	106181628	106181728
6	106220679	106220842
6	106280664	106280793
6	106179881	106179913
6	106262769	106262883
6	106325836	106325884
6	106259331	106259509
6	106318170	106318227
6	106301925	106302090
6	106291346	106291467
6	106191844	106191935
6	106338768	106339006
6	106332350	106332426
6	106261438	106261504
6	106243718	106243889
6	106183444	106183512
6	106189237	106189345
6	106318489	106318628
6	106290583	106290749
6	106335021	106335096
6	106251725	106251808
6	106326226	106326311
6	106274722	106274880
6	106249773	106249871
6	106264908	106265199
6	106323139	106323220
6	106217893	106217977
6	106335886	106335984
6	106240592	106240722
6	106325109	106325527
6	106287519	106287733
6	106277114	106277207
6	106325286	106325403
6	106281812	106281876
6	106206466	106206512
6	106236831	106236876
6	106314366	106314457
6	106295913	106296029
6	106300230	106300409
6	106284044	106284228
6	106252097	106252191
6	106230533	106230607
6	106246391	106246486
6	106210986	106211120
6	106333664	106333769
6	106272695	106272741
6	106232759	106232919
6	106179830	106179956
6	106320302	106320366
6	106269421	106269722
6	106269421	106269723
6	106253228	106253296
6	106258264	106258350
6	106198369	106198667
6	106330488	106330529
6	106325280	106325435
6	106218173	106218290
6	106242437	106242506
6	106307911	106307949
6	106336197	106336331
6	106293642	106293876
6	106200396	106200471
6	106261430	106261653
6	106275737	106276069
6	106181277	106181362
6	106255109	106255235
6	106220510	106220573
6	106248106	106248140
6	106325745	106325778
6	106325971	106326024
6	106296255	106296323
6	106337267	106337316
6	106219292	106219416
6	106185651	106185739
6	106310210	106310328
6	106191825	106191912
6	106189769	106189847
6	106291329	106291513
6	106285280	106285338
6	106339524	106339646
6	106202800	106202881
6	106278763	106278817
6	106240946	106241039
6	106331726	106331863
6	106261784	106261841
6	106266170	106266244
6	106302031	106302134
6	106292489	106292594
6	106286310	106286384
6	106252594	106252635
6	106334794	106334976
6	106334706	106334963
6	106217507	106217601
6	106196050	106196116
6	106188920	106188987
6	106333459	106333526
6	106203386	106203436
6	106210604	106210638
6	106275961	106276006
6	106222567	106222690
6	106199328	106199386
6	106252654	106252690
6	106252893	106253124
6	106184051	106184131
6	106189558	106189593
6	106243573	106243785
6	106219193	106219242
6	106338166	106338248
6	106321622	106321724
6	106184986	106185056
6	106206253	106206312
6	106219671	106219737
6	106328891	106328946
6	106249743	106249828
6	106233044	106233099
6	106203592	106203631
6	106246550	106246660
6	106253810	106253965
6	106315379	106315410
6	106246850	106246933
6	106316246	106316324
6	106236313	106236360
6	106182789	106182890
6	106277428	106277542
6	106223777	106223945
6	106259091	106259149
6	106279668	106279800
6	106204453	106204592
6	106326993	106327079
6	106187490	106187530
6	106226154	106226223
6	106328341	106328394
6	106325215	106325462
6	106290874	106290943
6	106237444	106237547
6	106324350	106324415
6	106188819	106189008
6	106271927	106272129
6	106271927	106272130
6	106229508	106229636
6	106325389	106325471
6	106336690	106336796
6	106221500	106221609
6	106238252	106238468
6	106200585	106200752
6	106231826	106232165
6	106331324	106331390
6	106325622	106325763
6	106253913	106253950
6	106300489	106300572
6	106221944	106221997
6	106334328	106334727
6	106325783	106325855
6	106339054	106339160
6	106200393	106200462
6	106287069	106287151
6	106249257	106249304
6	106314893	106314995
6	106222040	106222172
6	106264536	106264610
6	106220666	106220729
6	106327442	106327659
6	106339590	106339668
6	106217170	106217221
6	106325769	106325848
6	106184103	106184154
6	106247576	106247741
6	106325649	106325693
6	106326469	106326525
6	106277454	106277545
6	106234391	106234512
6	106234391	106234513
6	106221890	106221924
6	106325846	106325919
6	106312725	106312980
6	106240764	106240918
6	106264823	106264994
6	106286309	106286348
6	106222696	106222830
6	106338801	106338900
6	106297332	106297370
6	106323301	106323354
6	106326646	106326712
6	106333612	106333669
6	106325804	106325861
6	106195451	106195483
6	106237477	106237548
6	106246561	106246630
6	106230364	106230438
6	106325620	106325724
6	106327766	106327829
6	106232771	106232936
6	106221338	106221435
6	106240965	106241029
6	106330234	106330301
6	106224494	106224573
6	106328010	106328058
