CHR	Start	End
6	106272117	106272162
6	106301470	106301598
6	106200848	106201001
6	106208747	106208813
6	106314292	106314384
6	106335246	106335295
6	106210213	106210298
6	106304397	106304489
6	106252605	106252751
6	106302241	106302308
6	106329986	106330030
6	106294620	106294816
6	106244914	106245083
6	106335247	106335353
6	106231378	106231456
6	106209085	106209437
6	106231031	106231088
6	106220049	106220084
6	106201930	106202013
6	106325438	106325715
6	106246483	106246550
6	106325306	106325356
6	106195255	106195357
6	106272700	106272914
6	106330961	106331024
6	106290749	106290894
6	106215105	106215236
6	106316091	106316262
6	106325351	106325518
6	106324272	106324345
6	106213021	106213064
6	106200538	106200586
6	106293943	106294005
6	106332811	106332864
6	106268416	106268559
6	106254448	106254652
6	106194981	106195250
6	106325651	106325693
6	106206125	106206225
6	106281115	106281190
6	106195885	106196122
6	106229370	106229422
6	106238466	106238697
6	106262749	106262812
6	106186677	106186715
6	106216595	106216817
6	106304350	106304470
6	106186798	106186841
6	106330546	106330748
6	106330546	106330747
6	106325846	106325956
6	106289087	106289265
6	106289088	106289262
6	106214441	106214484
6	106254767	106254812
6	106305723	106305923
6	106304345	106304477
6	106300511	106300640
6	106282507	106282560
6	106313293	106313340
6	106301102	106301202
6	106269331	106269400
6	106307223	106307300
6	106219792	106219857
6	106330610	106330912
6	106331485	106331544
6	106284648	106284711
6	106220856	106220905
6	106180550	106180641
6	106209964	106210023
6	106209189	106209365
6	106269659	106269716
6	106195100	106195335
6	106336777	106336944
6	106191948	106192000
6	106279044	106279289
6	106204555	106204720
6	106249607	106249732
6	106325620	106326013
6	106228283	106228724
6	106325648	106325995
6	106337467	106337911
6	106260539	106260632
6	106209903	106210037
6	106325853	106325899
6	106213869	106213925
6	106294630	106294717
6	106180967	106181044
6	106248593	106248635
6	106323034	106323151
6	106212300	106212370
6	106228776	106228932
6	106281538	106281601
6	106211194	106211258
6	106195245	106195300
6	106325653	106325700
6	106243392	106243783
6	106224560	106224618
6	106195043	106195317
6	106260039	106260198
6	106334726	106334779
6	106337524	106337577
6	106194741	106194813
6	106260039	106260197
6	106335240	106335492
6	106195873	106196106
6	106295647	106295715
6	106333598	106333635
6	106314374	106314440
6	106267024	106267239
6	106310631	106310778
6	106330739	106330915
6	106325458	106325549
6	106301365	106301565
6	106331579	106331645
6	106192302	106192385
6	106216452	106216516
6	106287113	106287219
6	106185215	106185311
6	106196210	106196281
6	106229895	106229983
6	106309638	106309704
6	106325509	106325622
6	106326956	106327001
6	106229204	106229262
6	106325648	106325705
6	106270732	106271025
6	106325371	106325433
6	106325301	106325395
6	106311613	106311789
6	106324755	106324850
6	106213276	106213325
6	106325346	106325395
6	106290584	106290991
6	106182890	106182957
6	106339551	106339624
6	106244985	106245087
6	106290584	106290992
6	106322967	106323142
6	106195245	106195296
6	106330351	106330440
6	106264934	106265082
6	106304215	106304281
6	106278081	106278139
6	106319023	106319162
6	106260432	106260562
6	106240745	106240839
6	106338367	106338462
6	106220672	106220725
6	106271249	106271329
6	106230419	106230515
6	106329690	106329952
6	106224818	106224948
6	106216819	106216854
6	106325648	106325677
6	106211576	106211677
6	106325779	106325876
6	106231226	106231280
6	106332857	106333005
6	106332857	106333006
6	106268389	106268616
6	106323859	106323984
6	106325580	106325637
6	106320239	106320313
6	106327672	106327926
6	106257450	106257521
6	106252493	106252794
6	106295361	106295526
6	106325246	106325414
6	106325154	106325324
6	106244692	106244754
6	106250759	106250876
6	106325745	106325895
6	106214017	106214057
6	106325629	106325700
6	106232909	106232946
6	106260318	106260390
6	106180936	106181144
6	106311633	106311710
6	106324253	106324507
6	106296710	106296813
6	106324645	106324676
6	106235561	106235688
6	106235562	106235688
6	106271314	106271497
6	106272376	106272425
6	106228938	106228992
6	106247889	106248115
6	106213593	106213810
6	106304049	106304115
6	106339467	106339551
6	106325783	106325918
6	106194956	106195127
6	106246737	106246798
6	106325395	106325516
6	106289144	106289289
6	106204150	106204225
6	106328690	106328930
6	106248077	106248151
6	106209572	106209603
6	106194983	106195085
6	106255167	106255217
6	106185995	106186288
6	106325648	106326001
6	106254170	106254241
6	106236103	106236297
6	106311587	106311710
6	106332734	106332777
6	106261225	106261676
6	106261224	106261676
6	106331902	106332094
6	106324432	106324674
6	106300568	106300695
6	106194940	106195123
6	106194940	106195122
6	106325706	106325888
6	106230843	106230939
6	106198580	106198651
6	106218561	106218645
6	106273161	106273365
6	106269179	106269246
6	106307144	106307310
6	106324670	106324752
6	106205116	106205190
6	106210141	106210241
6	106266122	106266220
6	106247659	106247690
6	106287370	106287468
6	106286166	106286278
6	106273621	106273724
6	106304748	106304914
6	106304749	106304914
6	106318676	106318746
6	106325286	106325360
6	106214401	106214585
6	106325623	106325752
6	106229875	106229936
6	106314915	106315181
6	106325169	106325254
6	106285850	106285895
6	106310184	106310219
6	106267948	106268087
6	106208143	106208209
6	106195871	106196037
6	106191233	106191290
6	106299001	106299151
6	106325600	106325716
6	106314378	106314535
6	106286763	106286942
6	106239372	106239470
6	106339213	106339285
6	106257435	106257497
6	106233016	106233324
6	106188916	106189014
6	106318326	106318379
6	106225827	106225974
6	106181913	106182010
6	106238324	106238393
6	106262956	106263019
6	106315603	106315712
6	106325736	106325787
6	106317091	106317181
6	106219675	106219707
6	106252745	106253001
6	106276341	106276518
6	106324659	106324776
6	106295623	106295697
6	106255754	106255855
6	106221332	106221397
6	106250567	106250731
6	106196530	106196620
6	106316828	106317168
6	106232104	106232159
6	106325684	106325777
6	106209928	106210059
6	106321957	106322041
6	106325745	106325862
6	106227556	106227655
6	106273667	106273862
6	106336599	106336853
6	106230054	106230207
6	106227475	106227827
6	106179960	106180104
6	106246677	106246821
6	106228765	106228921
6	106236537	106236622
6	106325857	106325890
6	106334877	106334953
6	106285101	106285214
6	106198909	106199117
6	106238858	106238904
6	106179845	106180132
6	106269707	106269771
6	106304457	106304587
6	106332501	106332632
6	106283079	106283225
6	106307515	106307825
6	106325658	106325776
6	106200292	106200405
6	106228624	106228677
6	106263174	106263331
6	106180103	106180373
6	106271428	106271753
6	106200462	106200629
6	106259315	106259421
6	106274802	106274889
6	106279430	106279603
6	106231955	106232011
6	106220659	106220731
6	106269319	106269358
6	106321045	106321280
6	106325273	106325392
6	106247450	106247578
6	106332970	106333335
6	106325423	106325483
6	106325278	106325339
6	106262791	106262986
6	106228630	106228811
6	106195167	106195245
6	106245106	106245169
6	106325570	106325618
