CHR	Start	End
6	106228888	106229188
6	106325435	106325680
6	106195059	106195154
6	106323050	106323099
6	106270774	106271002
6	106325295	106325462
6	106325566	106325705
6	106200244	106200342
6	106179940	106180014
6	106325634	106325836
6	106339457	106339735
6	106220642	106220864
6	106192140	106192195
6	106325600	106325872
6	106208063	106208155
6	106281959	106282142
6	106251433	106251502
6	106180947	106181156
6	106317824	106317947
6	106273248	106273317
6	106301022	106301097
6	106194586	106194626
6	106280233	106280317
6	106324956	106325029
6	106258789	106258972
6	106325262	106325435
6	106329674	106330016
6	106325454	106325536
6	106195154	106195319
6	106277278	106277708
6	106227583	106227989
6	106337448	106337500
6	106273365	106273764
6	106207591	106207763
6	106263215	106263248
6	106256298	106256365
6	106180278	106180347
6	106325504	106325843
6	106325504	106325844
6	106245075	106245189
6	106337290	106337513
6	106335155	106335240
6	106325363	106325636
6	106204512	106204575
6	106340726	106340916
6	106220720	106220796
6	106212274	106212353
6	106322971	106323041
6	106195871	106195945
6	106325769	106325905
6	106244770	106244927
6	106301117	106301203
6	106274834	106274959
6	106212214	106212294
6	106195611	106195797
6	106325788	106325867
6	106325670	106325751
6	106335331	106335373
6	106245131	106245217
6	106325452	106325618
6	106322361	106322431
6	106269777	106269889
6	106319585	106319632
6	106325458	106325609
6	106280398	106280519
6	106221200	106221242
6	106339428	106339503
6	106325528	106325733
6	106325453	106325778
6	106325453	106325776
6	106195130	106195180
6	106336580	106336611
6	106274366	106274394
6	106339311	106339479
6	106311657	106311807
6	106279065	106279117
6	106180273	106180326
6	106249548	106249860
6	106300978	106301201
6	106325827	106325888
6	106220695	106220743
6	106325435	106325622
6	106196408	106196454
6	106254518	106254555
6	106285397	106285446
6	106325432	106325570
6	106300681	106300758
6	106200700	106200846
6	106325696	106325771
6	106198566	106198655
6	106220642	106220827
6	106325430	106325474
6	106325518	106325715
6	106320249	106320269
6	106306023	106306170
6	106273855	106273934
6	106230346	106230413
6	106325732	106325855
6	106186188	106186330
6	106274782	106274811
6	106332444	106332546
6	106272397	106272440
6	106238078	106238130
6	106272880	106272960
6	106321563	106321752
6	106278190	106278240
6	106223256	106223476
6	106203675	106203823
6	106325780	106325879
6	106274077	106274128
6	106188544	106188596
6	106307029	106307110
6	106233421	106233450
6	106325505	106325574
6	106325694	106325768
6	106195139	106195263
6	106245017	106245065
6	106325430	106325745
6	106324340	106324458
6	106325809	106325871
6	106325818	106325905
6	106273177	106273274
6	106246202	106246358
6	106211924	106211982
6	106267636	106267747
6	106191981	106192138
6	106311455	106311618
6	106223992	106224111
6	106223464	106223528
6	106188140	106188207
6	106195712	106195855
6	106195712	106195852
6	106334854	106334941
6	106228873	106228901
6	106186231	106186291
6	106229147	106229508
6	106195890	106195941
6	106225036	106225279
6	106229141	106229329
6	106220581	106220679
6	106281956	106282079
6	106325458	106325703
6	106282429	106282560
6	106325853	106325919
6	106203902	106204007
6	106186746	106186863
6	106325707	106325876
6	106195401	106195474
6	106207594	106207698
6	106334429	106334480
6	106225763	106225813
6	106245009	106245180
6	106325909	106325964
6	106325429	106325608
6	106279993	106280211
6	106195315	106195375
6	106220898	106221015
6	106273375	106273552
6	106325368	106325430
6	106216177	106216256
6	106194940	106195250
6	106330014	106330438
6	106279583	106279632
6	106325383	106325783
6	106325164	106325320
6	106246283	106246410
6	106180035	106180381
6	106247461	106247493
6	106241562	106241636
6	106251084	106251153
6	106335855	106335960
6	106220963	106221010
6	106195695	106195743
6	106246426	106246457
6	106325511	106325560
6	106238983	106239185
6	106214170	106214277
6	106263563	106263643
6	106325772	106325864
6	106220854	106220897
6	106212792	106212883
6	106228686	106228792
6	106195319	106195426
6	106325386	106325446
6	106244808	106245046
6	106244808	106245047
6	106325458	106325798
6	106325841	106326232
6	106223467	106223530
6	106246245	106246371
6	106325745	106325845
6	106194606	106194740
6	106244809	106245047
6	106299731	106299946
6	106253305	106253473
6	106325659	106325873
6	106240722	106240883
6	106328724	106328749
6	106325659	106325874
6	106325513	106325560
6	106279039	106279106
6	106234426	106234557
6	106325576	106325633
6	106181559	106181706
6	106339573	106339646
6	106181351	106181454
6	106198525	106198561
6	106333007	106333148
6	106271080	106271187
6	106321809	106321908
6	106255961	106256200
6	106320243	106320563
6	106274072	106274218
6	106325359	106325705
6	106246172	106246247
6	106195245	106195321
6	106273639	106273783
6	106223483	106223803
6	106195103	106195237
6	106325876	106325926
6	106325301	106325381
6	106325424	106325723
6	106325425	106325723
6	106250449	106250486
6	106297710	106297744
6	106325774	106325847
6	106195009	106195136
6	106325634	106325754
6	106335234	106335346
6	106220679	106220864
6	106274188	106274231
