CHR	Start	End
6	106262114	106262211
6	106307041	106307159
6	106316566	106316614
6	106300685	106300881
6	106306659	106306739
6	106260839	106260912
6	106195098	106195169
6	106204855	106204894
6	106303768	106303825
6	106234376	106234426
6	106338636	106339016
6	106226563	106226638
6	106254723	106254779
6	106199576	106199715
6	106276637	106276690
6	106237573	106237641
6	106180231	106180316
6	106267990	106268034
6	106306920	106307095
6	106312899	106312998
6	106250984	106251240
6	106205703	106205758
6	106221197	106221297
6	106247078	106247160
6	106216679	106216714
6	106323610	106323739
6	106329865	106329990
6	106331008	106331080
6	106291308	106291401
6	106325243	106325521
6	106325762	106326064
6	106247449	106247526
6	106241890	106241935
6	106303844	106303918
6	106331884	106331943
6	106326232	106326342
6	106224551	106224628
6	106309969	106310151
6	106299815	106300161
6	106180170	106180391
6	106308255	106308304
6	106244707	106244807
6	106246936	106247093
6	106333429	106333615
6	106335255	106335454
6	106270742	106270901
6	106273702	106273779
6	106209315	106209692
6	106277622	106277773
6	106219843	106219919
6	106265680	106265742
6	106274886	106274959
6	106319304	106319478
6	106292585	106292686
6	106326935	106327136
6	106216107	106216243
6	106295084	106295187
6	106264663	106264776
6	106213653	106213739
6	106249752	106249850
6	106292164	106292247
6	106259988	106260028
6	106197334	106197423
6	106318741	106318853
6	106256629	106256733
6	106328028	106328251
6	106276060	106276112
6	106183753	106183829
6	106297366	106297440
6	106297657	106297733
6	106223727	106223823
6	106197095	106197247
6	106264224	106264281
6	106210405	106210472
6	106272415	106272506
6	106222696	106222769
6	106262859	106262931
6	106325634	106325798
6	106283352	106283438
6	106302299	106302542
6	106197586	106197671
6	106322787	106322947
6	106263549	106263617
6	106226046	106226202
6	106270520	106270715
6	106295071	106295132
6	106206334	106206512
6	106325462	106325522
6	106220247	106220307
6	106311649	106311727
6	106281439	106281532
6	106248029	106248091
6	106197828	106197881
6	106317110	106317213
6	106251928	106252077
6	106325419	106325634
6	106197612	106197669
6	106219345	106219419
6	106191781	106191920
6	106304759	106304912
6	106258781	106258880
6	106233128	106233266
6	106223737	106223813
6	106187276	106187335
6	106269418	106269650
6	106286772	106286942
6	106259772	106259845
6	106197595	106197658
6	106272311	106272349
6	106207697	106207763
6	106207111	106207216
6	106323202	106323261
6	106332413	106332453
6	106203318	106203417
6	106325648	106325848
6	106322380	106322467
6	106325715	106325805
6	106277288	106277414
6	106226430	106226458
6	106323419	106323520
6	106314447	106314519
6	106286896	106287003
6	106224988	106225055
6	106323037	106323137
6	106220618	106220718
6	106292729	106292795
6	106296387	106296449
6	106182037	106182171
6	106241100	106241408
6	106180856	106181048
6	106287928	106288018
6	106270466	106270595
6	106180083	106180136
6	106320012	106320080
6	106326392	106326534
6	106202949	106203171
6	106204285	106204376
6	106277113	106277207
6	106259875	106259954
6	106331019	106331192
6	106253005	106253098
6	106269333	106269448
6	106316004	106316178
6	106196427	106196503
6	106332896	106333054
6	106196878	106196946
6	106182669	106182812
6	106230274	106230342
6	106187902	106187972
6	106316628	106316659
6	106269719	106269815
6	106335817	106336014
6	106222080	106222123
6	106320600	106320850
6	106220575	106220695
6	106325759	106325836
6	106270254	106270522
6	106225206	106225267
6	106210741	106210845
6	106220800	106220864
6	106221563	106221644
6	106272322	106272507
6	106270585	106270641
6	106275872	106275962
6	106250297	106250420
6	106325327	106325377
6	106199423	106199510
6	106190727	106190854
6	106334923	106334953
6	106260484	106260774
6	106325659	106325705
6	106183715	106184054
6	106190853	106191023
6	106244357	106244445
6	106253125	106253237
6	106292200	106292307
6	106315953	106316140
6	106325658	106325733
