CHR	Start	End
6	106324626	106324661
6	106251013	106251053
6	106195305	106195379
6	106210892	106210941
6	106292450	106292551
6	106266436	106266733
6	106312270	106312335
6	106325758	106325861
6	106209110	106209152
6	106331741	106331903
6	106240817	106241199
6	106225599	106226040
6	106286309	106286384
6	106328222	106328424
6	106325733	106325762
6	106251068	106251116
6	106341057	106341141
6	106338289	106338346
6	106301577	106301622
6	106332752	106332827
6	106330448	106330652
6	106223877	106224327
6	106262448	106262506
6	106312725	106312756
6	106259834	106259962
6	106326166	106326196
6	106324927	106324973
6	106250411	106250495
6	106195792	106195879
6	106235291	106235348
6	106281385	106281715
6	106281385	106281716
6	106234447	106234498
6	106325879	106326242
6	106325794	106325855
6	106255063	106255122
6	106324645	106324999
6	106183765	106183819
6	106233856	106233976
6	106272776	106272959
6	106239664	106239760
6	106245709	106245751
6	106248926	106249056
6	106194418	106194574
6	106313107	106313178
6	106247776	106248082
6	106229704	106229780
6	106196384	106196455
6	106296942	106297182
6	106190288	106190446
6	106325783	106325841
6	106325653	106325862
6	106202691	106202949
6	106197677	106197925
6	106324106	106324168
6	106286713	106286772
6	106318470	106318677
6	106290096	106290159
6	106182627	106182743
6	106202692	106202949
6	106263325	106263407
6	106307691	106307769
6	106324832	106324900
6	106180061	106180169
6	106263318	106263487
6	106324063	106324115
6	106325735	106325889
6	106323939	106323966
6	106299715	106299842
6	106339238	106339689
6	106325464	106325538
6	106324017	106324075
6	106331382	106331447
6	106318203	106318295
6	106242365	106242453
6	106325780	106325871
6	106293264	106293298
6	106270336	106270466
6	106188818	106188893
6	106311001	106311422
6	106325691	106325793
6	106250697	106250924
6	106339573	106339926
6	106325329	106325438
6	106325694	106325850
6	106290973	106291197
6	106190218	106190297
6	106304752	106305126
6	106180958	106181124
6	106194742	106194852
6	106180278	106180335
6	106261849	106261894
6	106325955	106326061
6	106332229	106332391
6	106325620	106325742
6	106197247	106197454
6	106187564	106187615
6	106229711	106229761
6	106230224	106230380
6	106254876	106254926
6	106201079	106201208
6	106323782	106323867
6	106214658	106214759
6	106233483	106233554
6	106229281	106229333
6	106325163	106325376
6	106325789	106325874
6	106302991	106303093
6	106302991	106303094
6	106190367	106190512
6	106339065	106339505
6	106245846	106246057
6	106268652	106268792
6	106245846	106246059
6	106186166	106186293
6	106239693	106239811
6	106273314	106273493
6	106264259	106264335
6	106186900	106186987
6	106325634	106325855
6	106289767	106289988
6	106247409	106247463
6	106216153	106216253
6	106273455	106273535
6	106235313	106235470
