CHR	Start	End
6	106220061	106220126
6	106184603	106184718
6	106315997	106316052
6	106197685	106197719
6	106325599	106325709
6	106228921	106229140
6	106253769	106253852
6	106256954	106257010
6	106325726	106325787
6	106232420	106232515
6	106310666	106310712
6	106295717	106295809
6	106271613	106271684
6	106334976	106335053
6	106183648	106183690
6	106325409	106325459
6	106292326	106292428
6	106183453	106183508
6	106265215	106265313
6	106195227	106195337
6	106280567	106280673
6	106290350	106290508
6	106292372	106292501
6	106322931	106322967
6	106240908	106241020
6	106250509	106250553
6	106296971	106297029
6	106195048	106195169
6	106334851	106334951
6	106253894	106253954
6	106187927	106188071
6	106195431	106195577
6	106333834	106333904
6	106180639	106180680
6	106320939	106320982
6	106330804	106330896
6	106339448	106339501
6	106291164	106291215
6	106325715	106325913
6	106296593	106296748
6	106182299	106182397
6	106330647	106330709
6	106325096	106325363
6	106242958	106243002
6	106196794	106196855
6	106322182	106322551
6	106227145	106227538
6	106272483	106272540
6	106286043	106286101
6	106278410	106278486
6	106262924	106262965
6	106180790	106180864
6	106242169	106242204
6	106325746	106325850
6	106267539	106267691
6	106195310	106195385
6	106207070	106207130
6	106325671	106325742
6	106294735	106294907
6	106232709	106232765
6	106325234	106325324
6	106307064	106307187
6	106269174	106269228
6	106230439	106230517
6	106182718	106182890
6	106184484	106184541
6	106204051	106204136
6	106325761	106325798
6	106230022	106230141
6	106213652	106213706
6	106320028	106320176
6	106234199	106234251
6	106326259	106326337
6	106243287	106243398
6	106243451	106243594
6	106325566	106325608
6	106313758	106313825
6	106186862	106186943
6	106292681	106292709
6	106325691	106325771
6	106325527	106325563
6	106325862	106325955
6	106244981	106245224
6	106216679	106216825
6	106325717	106325862
6	106322042	106322151
6	106273211	106273274
6	106188807	106188961
6	106246208	106246263
6	106273222	106273322
6	106333923	106334024
6	106265832	106265894
6	106247454	106247525
6	106275343	106275418
6	106197938	106198106
6	106279024	106279123
6	106264418	106264512
6	106320137	106320192
6	106258419	106258458
6	106325718	106325860
6	106245928	106246075
6	106190324	106190426
6	106325836	106325879
6	106232614	106232720
6	106269554	106269609
6	106325462	106325648
6	106287160	106287209
6	106223262	106223633
6	106244543	106244740
6	106247787	106247924
6	106286594	106286699
6	106268590	106268693
6	106327499	106327585
6	106280221	106280277
6	106246480	106246528
6	106325913	106326083
6	106299218	106299320
6	106291771	106291870
6	106273247	106273291
6	106336124	106336349
