CHR	Start	End
6	106211645	106211733
6	106264423	106264452
6	106291162	106291215
6	106180081	106180139
6	106181626	106181739
6	106197921	106197954
6	106210622	106210667
6	106315604	106315769
6	106229605	106229656
6	106242152	106242268
6	106321202	106321235
6	106245056	106245115
6	106230049	106230206
6	106231319	106231369
6	106193870	106193984
6	106311969	106312406
6	106195114	106195271
6	106282240	106282432
6	106286103	106286310
6	106238178	106238213
6	106301068	106301118
6	106245250	106245351
6	106263444	106263500
6	106219554	106219706
6	106312706	106312765
6	106216419	106216511
6	106278885	106278967
6	106308246	106308323
6	106330599	106330676
6	106225038	106225084
6	106217551	106217615
6	106282128	106282192
6	106209167	106209460
6	106182869	106182986
6	106190446	106190584
6	106200036	106200307
6	106253934	106254041
6	106260460	106260565
6	106265188	106265281
6	106284632	106284718
6	106205250	106205475
6	106201826	106202025
6	106325706	106325779
6	106263801	106263858
6	106336672	106336715
6	106272757	106273052
6	106240749	106240981
6	106248505	106248708
6	106325454	106325531
6	106248506	106248708
6	106261894	106261935
6	106180022	106180099
6	106329583	106329733
6	106181103	106181135
6	106275369	106275420
6	106242905	106243043
6	106206517	106206676
6	106213454	106213591
6	106321209	106321284
6	106274366	106274426
6	106325843	106325900
6	106255690	106255726
6	106180367	106180456
6	106243501	106243565
6	106281063	106281140
6	106183470	106183581
6	106313407	106313476
6	106183797	106183848
6	106289041	106289273
6	106298423	106298474
6	106333166	106333284
6	106313306	106313421
6	106332330	106332364
6	106196023	106196075
6	106271206	106271258
6	106307835	106307925
6	106313264	106313315
6	106289252	106289315
6	106235384	106235482
6	106323807	106324025
6	106209513	106209580
6	106221506	106221633
6	106305345	106305517
6	106201274	106201302
6	106229030	106229221
6	106187821	106187853
6	106291706	106291782
6	106291816	106291894
6	106245166	106245205
6	106269124	106269270
6	106223450	106223530
6	106325955	106326104
6	106279368	106279445
6	106194741	106194799
6	106203090	106203308
6	106272756	106272834
6	106325511	106325551
6	106334597	106334648
6	106267088	106267195
6	106339411	106339449
6	106234576	106234636
6	106325244	106325623
6	106188666	106188720
6	106240013	106240093
6	106213255	106213340
6	106234117	106234177
6	106311592	106311658
6	106341027	106341153
6	106188223	106188365
6	106241636	106241768
6	106313763	106313868
6	106188073	106188192
6	106339256	106339457
6	106263552	106263585
6	106236448	106236551
6	106217047	106217153
6	106254410	106254456
6	106323730	106323793
6	106331581	106331765
6	106249288	106249342
6	106303095	106303162
6	106324836	106324956
6	106338076	106338298
6	106266288	106266333
6	106268014	106268333
6	106252701	106252795
6	106319820	106320026
6	106243745	106243793
6	106306926	106307055
6	106292241	106292348
6	106268015	106268334
6	106285848	106285971
6	106312034	106312163
6	106302884	106303175
6	106313542	106313641
6	106325639	106325724
6	106299519	106299706
6	106318343	106318470
6	106185086	106185140
6	106268900	106269024
6	106215940	106216021
6	106248723	106248969
6	106234662	106234739
6	106322231	106322262
6	106230587	106230768
6	106297752	106297878
6	106332330	106332490
6	106328528	106328691
6	106227887	106227962
6	106245119	106245176
6	106295593	106295623
6	106195160	106195226
6	106306920	106307062
6	106235243	106235289
6	106304109	106304237
6	106289137	106289305
6	106281867	106281977
6	106204109	106204173
6	106242219	106242251
6	106324932	106324958
6	106329639	106329691
6	106325734	106325917
6	106262251	106262346
6	106325256	106325301
6	106255742	106255825
6	106298814	106299161
6	106316176	106316221
6	106316628	106316886
6	106243769	106243799
6	106211342	106211383
6	106295748	106295824
6	106259136	106259239
6	106262081	106262148
6	106235066	106235119
6	106182610	106182746
6	106308163	106308225
6	106224745	106225074
6	106325449	106325651
6	106227030	106227312
6	106241978	106242212
6	106205192	106205258
6	106313592	106313648
6	106340834	106340931
6	106180316	106180352
6	106319084	106319121
6	106231002	106231060
6	106284206	106284496
6	106213351	106213411
6	106339545	106339644
6	106329575	106329717
6	106340728	106340929
6	106228390	106228492
6	106237768	106237829
6	106180655	106180720
6	106253357	106253522
6	106223474	106223528
6	106228356	106228562
6	106322090	106322272
6	106288009	106288072
6	106207827	106207898
6	106184261	106184454
6	106325472	106325563
6	106322502	106322605
6	106180065	106180162
6	106292742	106292809
6	106266952	106267057
6	106271128	106271201
6	106247793	106247924
6	106239152	106239381
6	106200699	106200786
6	106257341	106257524
6	106180199	106180244
6	106299031	106299298
6	106207215	106207287
6	106317426	106317507
6	106336695	106336746
6	106337903	106337984
6	106325578	106325707
6	106181986	106182094
6	106239591	106239875
6	106187753	106187828
6	106317876	106318089
6	106328505	106328631
6	106330785	106330832
6	106216355	106216396
6	106251231	106251315
6	106198734	106198865
6	106208278	106208383
6	106199841	106199916
6	106294130	106294213
6	106294809	106294893
6	106327518	106327572
6	106231870	106231950
6	106262359	106262432
6	106226469	106226595
