CHR	Start	End
6	106202816	106202944
6	106190931	106191022
6	106270634	106270803
6	106219976	106220082
6	106266976	106267071
6	106222914	106223002
6	106325634	106325693
6	106257313	106257592
6	106206690	106206753
6	106325473	106325548
6	106253361	106253481
6	106255602	106255774
6	106325913	106325932
6	106228179	106228316
6	106325632	106325826
6	106200848	106200902
6	106296489	106296548
6	106209050	106209322
6	106209051	106209322
6	106312102	106312197
6	106257611	106257686
6	106339941	106340065
6	106325570	106325646
6	106265885	106265917
6	106326377	106326476
6	106318856	106318984
6	106233820	106233900
6	106325677	106325705
6	106273583	106273670
6	106318897	106319071
6	106213120	106213177
6	106335181	106335276
6	106230346	106230400
6	106209563	106209677
6	106242314	106242364
6	106228557	106228652
6	106325846	106325899
6	106241587	106241672
6	106282132	106282193
6	106339649	106339689
6	106328930	106329025
6	106340369	106340395
6	106294468	106294520
6	106262512	106262700
6	106276185	106276549
6	106276450	106276518
6	106270778	106270972
6	106325705	106325838
6	106245219	106245324
6	106332279	106332335
6	106337810	106337893
6	106265268	106265659
6	106179949	106180005
6	106268237	106268529
6	106322557	106322862
6	106271537	106271660
6	106270520	106270614
6	106280722	106280804
6	106233157	106233512
6	106181939	106182068
6	106210152	106210206
6	106202803	106202890
6	106281575	106281664
6	106220434	106220575
6	106220435	106220575
6	106318660	106318784
6	106334863	106335265
6	106220435	106220657
6	106246406	106246444
6	106189408	106189476
6	106285068	106285280
6	106328700	106328731
6	106218571	106218775
6	106193960	106194024
6	106336509	106336680
6	106195240	106195368
6	106282576	106282824
6	106325320	106325368
6	106221674	106221872
6	106286811	106286959
6	106322044	106322204
6	106275755	106275812
6	106325880	106325964
6	106324901	106324965
6	106223293	106223516
6	106227535	106227616
6	106325761	106325876
6	106186973	106187040
6	106297816	106298014
6	106296170	106296269
6	106226400	106226498
6	106303631	106303938
6	106302031	106302421
6	106339771	106340133
6	106271941	106272075
6	106180049	106180244
6	106325173	106325447
6	106254572	106254703
6	106195101	106195231
6	106322694	106322770
6	106183538	106183604
6	106207851	106207904
6	106315994	106316138
6	106325634	106325993
6	106323652	106323830
6	106318210	106318259
6	106221926	106222095
6	106211018	106211126
6	106306763	106306879
6	106325783	106325879
6	106291153	106291218
6	106329905	106330021
6	106222553	106222753
6	106289846	106289988
6	106304914	106304992
6	106241382	106241492
6	106180893	106181161
6	106336138	106336159
6	106311727	106311882
6	106324635	106324659
6	106210186	106210381
6	106212529	106212562
6	106221608	106221743
6	106325242	106325315
6	106212169	106212302
6	106330821	106330852
6	106208940	106209108
6	106325659	106325826
6	106210399	106210442
6	106252209	106252327
6	106325626	106325705
6	106277684	106277792
6	106325769	106325849
6	106246308	106246452
6	106241781	106241831
6	106239962	106240036
6	106192287	106192322
6	106325142	106325188
6	106191483	106191572
6	106325832	106325994
6	106297175	106297307
6	106263376	106263526
6	106282927	106282994
6	106335677	106335792
6	106221415	106221517
6	106211687	106211816
6	106211612	106211673
6	106325769	106325879
6	106317160	106317302
6	106288216	106288265
6	106335993	106336143
6	106308244	106308406
6	106216241	106216355
6	106322492	106322650
6	106252801	106253074
6	106327511	106327743
6	106324946	106325134
6	106325783	106325861
6	106340868	106340918
6	106293243	106293383
6	106247445	106247555
6	106254537	106254596
6	106201959	106202026
6	106324650	106324713
6	106325570	106325648
6	106229695	106229780
6	106334409	106334494
6	106325269	106325336
6	106286068	106286158
6	106287021	106287053
6	106258628	106258689
6	106235137	106235322
6	106202220	106202288
6	106322182	106322298
6	106333813	106333862
6	106274585	106274799
6	106320799	106320858
6	106325509	106325658
6	106206713	106207018
6	106296844	106297012
6	106334818	106335212
6	106322428	106322523
6	106338616	106338668
6	106182765	106182867
6	106338671	106338880
6	106269276	106269440
6	106257613	106257752
6	106240038	106240134
6	106282771	106282824
6	106184570	106184635
6	106332608	106332975
6	106339487	106339551
6	106281532	106281712
6	106247219	106247281
6	106223191	106223364
6	106288490	106288713
6	106305406	106305527
6	106333699	106333747
6	106201095	106201356
6	106339556	106339626
6	106200532	106200771
6	106200532	106200772
6	106210698	106210936
6	106260993	106261048
6	106219714	106219975
6	106229331	106229414
6	106319412	106319529
6	106332267	106332651
6	106307956	106307999
6	106321397	106321472
6	106198693	106198746
6	106197074	106197151
6	106332260	106332734
6	106332260	106332733
6	106307582	106307949
6	106247451	106247859
6	106263222	106263286
6	106329096	106329346
6	106225923	106226141
6	106195409	106195453
6	106323947	106324002
6	106333166	106333548
6	106254217	106254452
6	106299838	106299941
6	106314241	106314287
6	106238335	106238437
6	106260097	106260210
6	106303245	106303385
6	106326103	106326232
6	106321696	106321862
6	106304582	106304754
6	106325698	106325798
6	106308251	106308302
6	106209462	106209739
6	106300241	106300492
6	106294816	106295076
6	106282916	106282998
6	106318393	106318452
6	106328705	106328802
6	106297864	106297940
6	106296873	106296955
6	106298196	106298268
6	106283528	106283803
6	106291190	106291256
6	106250620	106250661
6	106241913	106242068
6	106325173	106325520
6	106207032	106207143
6	106333805	106333890
6	106291045	106291173
6	106271605	106271681
6	106280206	106280320
6	106327977	106328150
6	106217533	106217730
6	106306545	106306664
6	106338032	106338072
6	106339928	106340098
6	106285135	106285207
6	106309596	106309707
6	106216356	106216407
6	106235275	106235423
6	106325243	106325634
6	106314185	106314515
6	106306019	106306083
6	106211363	106211432
6	106256431	106256637
6	106213646	106213763
6	106246215	106246382
6	106325794	106325843
6	106246146	106246249
6	106189527	106189570
6	106189103	106189156
6	106182377	106182595
6	106325621	106325852
6	106325621	106325851
6	106332725	106332782
6	106325700	106325759
6	106330283	106330464
6	106195235	106195319
6	106228826	106228960
6	106216761	106216833
6	106279721	106279975
6	106187974	106188203
6	106322299	106322526
6	106317985	106318115
6	106279722	106279975
6	106321663	106321824
6	106211351	106211490
6	106211182	106211335
6	106261610	106261676
6	106260729	106260872
6	106240592	106240973
6	106197685	106197954
6	106197759	106197816
6	106322750	106322809
6	106244640	106244915
6	106254591	106254655
6	106204916	106205131
6	106252667	106252698
6	106337420	106337459
6	106249294	106249452
6	106337963	106338074
6	106227204	106227317
6	106334802	106334971
6	106334802	106334970
6	106227999	106228163
6	106253640	106253858
6	106234804	106235125
6	106299895	106300004
6	106338793	106338877
6	106322776	106322833
6	106336423	106336496
6	106325369	106325752
6	106325634	106325705
6	106223292	106223516
6	106301117	106301250
6	106192933	106193143
6	106325474	106325616
6	106304826	106305022
6	106325010	106325175
6	106286193	106286630
6	106301031	106301090
6	106208986	106209110
6	106183958	106184018
6	106325627	106325768
6	106339266	106339551
6	106296692	106296788
6	106267575	106267784
6	106211361	106211468
6	106223024	106223112
6	106239594	106239899
6	106329549	106329805
6	106291528	106291930
6	106263757	106263950
6	106211284	106211593
6	106299344	106299418
6	106225705	106225744
6	106314528	106314650
6	106215573	106215856
6	106219629	106219689
6	106309224	106309306
6	106331162	106331342
6	106325439	106325496
6	106254359	106254446
6	106339108	106339515
6	106243394	106243574
6	106307947	106307986
6	106330791	106330900
6	106266784	106266985
6	106255029	106255403
6	106219593	106219705
6	106237379	106237720
6	106237822	106237880
6	106340483	106340527
6	106272819	106272927
6	106330367	106330442
6	106267904	106267995
6	106208889	106208950
6	106283937	106284192
6	106325696	106325763
6	106339529	106339668
6	106214379	106214511
6	106234462	106234650
6	106185847	106186009
6	106302629	106302698
6	106208031	106208078
6	106186504	106186736
6	106282699	106282915
6	106289087	106289120
6	106220420	106220500
6	106312190	106312244
6	106180555	106180645
6	106209672	106209799
6	106194661	106194745
6	106290515	106290567
6	106236248	106236368
6	106250729	106250996
6	106320499	106320549
6	106322545	106322703
6	106209612	106209686
6	106227233	106227456
6	106190384	106190419
6	106283009	106283218
6	106219508	106219585
6	106325243	106325462
6	106258250	106258458
6	106268783	106268835
6	106237428	106237578
6	106295458	106295790
6	106195373	106195451
6	106263142	106263224
6	106325436	106325563
6	106328946	106329032
6	106338631	106338773
6	106180362	106180460
6	106195899	106195952
6	106297148	106297228
6	106200019	106200092
6	106287374	106287736
6	106290349	106290427
6	106204538	106204593
6	106312276	106312339
6	106272302	106272357
6	106313206	106313271
6	106339450	106339492
6	106277124	106277216
6	106325662	106325788
6	106248756	106248813
6	106197333	106197380
6	106180861	106180906
6	106234569	106234615
6	106244757	106245060
6	106247794	106247824
6	106209785	106210134
6	106257512	106257595
6	106204067	106204145
6	106242237	106242321
6	106290511	106290582
6	106272454	106272545
6	106314424	106314527
6	106256632	106256787
6	106331280	106331351
6	106324774	106324826
6	106209683	106209749
6	106338678	106338749
6	106227054	106227099
6	106273795	106273844
6	106250117	106250181
6	106325844	106325929
6	106245471	106245709
6	106332267	106332360
6	106239731	106239803
6	106296839	106296914
6	106316131	106316244
6	106325387	106325595
6	106333224	106333281
6	106330687	106330753
6	106280478	106280596
6	106325839	106325896
6	106198638	106198713
6	106216714	106216831
6	106222595	106222626
6	106272162	106272545
6	106340126	106340291
6	106207948	106208190
6	106236394	106236512
6	106192858	106192992
6	106230826	106231269
6	106230826	106231267
6	106274055	106274110
6	106220232	106220318
6	106292681	106292808
6	106325788	106325860
6	106216809	106216854
6	106335914	106336006
6	106181148	106181223
6	106328394	106328560
6	106189400	106189485
6	106308998	106309387
6	106325973	106326063
6	106299831	106300028
6	106224996	106225186
6	106304100	106304234
6	106192722	106192801
6	106292551	106292750
6	106294875	106294911
6	106188723	106188872
6	106321029	106321226
6	106283459	106283538
6	106299572	106299643
6	106218112	106218464
6	106206551	106206628
6	106250851	106250990
6	106291195	106291280
6	106275735	106275793
6	106325593	106325788
6	106199400	106199482
6	106324413	106324628
6	106333660	106333806
6	106274529	106274769
6	106287301	106287364
6	106214064	106214126
6	106184897	106185058
6	106234711	106234763
6	106266200	106266281
6	106210497	106210682
6	106194383	106194481
6	106253650	106253674
6	106195231	106195405
6	106334870	106334951
6	106319826	106319881
6	106299348	106299443
6	106206279	106206372
6	106256394	106256489
6	106314680	106314742
6	106223833	106224023
6	106186011	106186279
6	106200068	106200219
6	106278993	106279114
6	106224625	106224743
6	106336021	106336095
6	106212680	106212881
6	106244971	106245362
6	106315565	106315606
6	106223483	106223526
6	106339858	106339914
6	106325731	106325768
6	106259940	106260107
6	106193414	106193472
6	106214128	106214228
6	106307568	106307644
6	106263020	106263097
6	106265991	106266210
6	106308325	106308584
6	106254492	106254566
6	106209881	106210051
6	106186883	106186922
6	106335725	106335810
