CHR	Start	End
6	106237486	106237612
6	106237485	106237612
6	106198658	106198715
6	106196071	106196362
6	106245014	106245103
6	106315033	106315174
6	106325479	106325862
6	106252574	106252646
6	106194276	106194360
6	106293231	106293403
6	106194457	106194804
6	106194458	106194804
6	106296022	106296062
6	106325523	106325641
6	106217667	106217721
6	106325188	106325327
6	106228583	106228696
6	106209467	106209505
6	106320680	106320771
6	106261575	106261767
6	106336613	106336944
6	106251087	106251253
6	106332992	106333047
6	106325330	106325433
6	106195110	106195300
6	106226205	106226362
6	106305024	106305273
6	106300928	106300978
6	106325346	106325422
6	106190417	106190509
6	106331802	106332013
6	106270488	106270696
6	106208254	106208578
6	106256359	106256531
6	106292231	106292408
6	106273938	106274085
6	106234509	106234787
6	106328582	106328705
6	106334582	106334711
6	106315284	106315404
6	106213038	106213238
6	106298568	106298669
6	106271868	106272025
6	106272302	106272372
6	106207513	106207710
6	106322056	106322092
6	106335298	106335353
6	106331476	106331596
6	106325402	106325762
6	106339557	106339591
6	106184050	106184321
6	106336531	106336760
6	106336933	106337052
6	106339762	106339809
6	106291726	106291839
6	106255041	106255167
6	106195314	106195396
6	106301111	106301146
6	106268927	106269091
6	106322185	106322268
6	106324063	106324246
6	106257146	106257345
6	106238859	106239022
6	106197595	106197658
6	106278882	106278967
6	106187724	106188044
6	106212302	106212625
6	106299169	106299424
6	106269793	106269838
6	106313306	106313399
6	106326468	106326545
6	106252989	106253113
6	106271755	106271828
6	106330317	106330739
6	106314326	106314518
6	106194845	106194976
6	106243645	106243800
6	106241514	106241609
6	106311081	106311204
6	106249257	106249350
6	106191529	106191632
6	106208741	106208940
6	106296881	106297110
6	106244989	106245327
6	106195802	106195855
6	106182691	106182870
6	106326766	106327065
6	106335181	106335235
6	106195228	106195330
6	106325118	106325386
6	106255098	106255345
6	106264481	106264556
6	106281729	106281792
6	106195706	106195853
6	106195705	106195853
6	106239057	106239124
6	106271622	106271663
6	106189233	106189290
6	106324117	106324147
6	106335276	106335429
6	106294149	106294417
6	106229578	106229771
6	106325693	106325910
6	106211275	106211374
6	106286025	106286072
6	106245481	106245571
6	106220313	106220424
6	106322182	106322514
6	106197233	106197602
6	106322182	106322511
6	106286933	106287163
6	106199735	106199924
6	106338818	106339210
6	106274311	106274362
6	106202325	106202633
6	106325767	106325879
6	106325570	106325623
6	106337206	106337296
6	106303573	106303938
6	106259641	106259699
6	106326013	106326220
6	106246065	106246228
6	106229479	106229716
6	106325401	106325628
6	106325836	106325896
6	106220695	106220854
6	106196963	106197039
6	106325634	106325843
6	106188404	106188460
6	106282416	106282542
6	106249257	106249346
6	106230267	106230428
6	106253306	106253395
6	106339811	106340013
6	106198532	106198754
6	106299507	106299679
6	106325623	106325714
6	106239866	106239967
6	106324828	106324955
6	106180357	106180469
6	106194940	106195245
6	106194941	106195245
6	106271962	106272002
6	106236914	106237193
6	106254954	106255027
6	106267786	106268068
6	106322347	106322507
6	106302911	106303078
6	106185384	106185450
6	106325792	106325915
6	106262355	106262643
6	106203883	106204100
6	106325454	106325634
6	106275017	106275089
6	106301092	106301131
6	106210202	106210262
6	106325648	106325767
6	106250903	106251248
6	106250904	106251248
6	106325453	106325531
6	106322842	106322904
6	106247681	106247798
6	106325600	106325702
6	106314158	106314323
6	106325056	106325452
6	106216791	106217004
6	106207443	106207689
6	106317837	106317954
6	106317838	106317954
6	106223493	106223785
6	106234362	106234654
6	106227651	106227683
6	106227672	106227752
6	106325754	106325890
6	106196521	106196589
6	106339233	106339551
6	106325418	106325634
6	106266767	106266888
6	106264773	106264959
6	106201722	106201894
6	106223506	106223766
6	106227153	106227496
6	106232284	106232441
6	106306528	106306726
6	106325788	106325955
6	106325627	106325783
6	106224641	106224757
6	106314278	106314323
6	106249830	106249952
6	106196602	106196662
6	106246942	106247069
6	106319216	106319278
6	106329681	106329800
6	106324997	106325272
6	106212523	106212634
6	106212490	106212526
6	106325054	106325203
6	106264687	106264958
6	106315191	106315230
6	106198175	106198498
6	106210251	106210333
6	106325415	106325481
6	106324669	106324818
6	106209460	106209522
6	106191825	106191895
6	106193195	106193518
6	106272332	106272397
6	106275045	106275080
6	106328760	106329102
6	106282784	106283022
6	106334973	106335097
6	106252201	106252504
6	106219544	106219814
6	106331280	106331448
6	106180339	106180409
6	106313137	106313395
6	106244683	106244763
6	106195156	106195250
6	106325634	106325778
6	106325733	106325864
6	106329291	106329479
6	106325600	106325716
6	106223556	106223597
6	106264908	106265140
6	106249864	106250030
6	106235476	106235695
6	106245180	106245323
6	106340168	106340216
6	106327518	106327751
6	106187182	106187263
6	106192983	106193048
6	106273657	106273751
6	106248904	106248985
6	106267896	106267987
6	106304928	106305026
6	106195431	106195478
6	106336129	106336186
6	106325527	106325570
6	106295803	106295854
6	106238363	106238431
6	106340787	106340846
6	106294017	106294066
6	106207696	106207824
6	106216302	106216474
6	106325522	106325705
6	106338930	106339024
6	106203778	106203943
6	106215825	106216016
6	106339269	106339497
6	106278071	106278139
6	106324764	106324929
6	106325580	106325662
6	106186615	106186936
6	106340567	106340606
6	106325140	106325448
6	106325140	106325451
6	106274092	106274216
6	106256176	106256257
6	106273513	106273581
6	106220715	106220865
6	106339455	106339503
6	106253219	106253376
6	106245084	106245347
6	106234697	106234755
6	106225620	106225992
6	106299351	106299495
6	106306314	106306435
6	106317751	106317840
6	106326251	106326316
6	106254678	106254752
6	106315229	106315357
6	106330478	106330573
6	106287585	106288095
6	106339457	106339537
6	106202210	106202333
6	106195564	106195705
6	106285549	106285704
6	106263538	106263575
6	106310538	106310609
6	106221404	106221469
6	106187638	106187838
6	106187638	106187837
6	106325301	106325550
6	106236409	106236685
6	106195942	106196004
6	106325700	106325738
6	106183430	106183572
6	106303447	106303735
6	106210902	106211121
6	106323413	106323549
6	106301122	106301208
6	106211363	106211604
6	106276261	106276348
6	106206867	106207010
6	106325301	106325457
6	106304000	106304217
6	106327674	106327830
6	106286346	106286432
6	106205859	106205899
6	106286792	106287232
6	106240107	106240184
6	106266510	106266812
6	106266510	106266813
6	106278104	106278167
6	106180966	106181038
6	106325705	106325874
6	106320928	106321113
6	106277975	106278191
6	106193163	106193412
6	106300561	106300615
6	106244378	106244489
6	106219148	106219189
6	106224351	106224600
6	106282942	106283247
6	106252414	106252695
6	106272384	106272443
6	106325865	106325900
6	106319769	106319922
6	106339459	106339631
6	106325149	106325245
6	106246259	106246410
6	106329896	106330023
6	106325270	106325532
6	106195246	106195411
6	106272571	106272966
6	106311327	106311397
6	106207612	106207707
6	106248050	106248106
6	106318707	106318842
6	106243953	106244002
6	106325320	106325378
6	106294654	106294791
6	106255537	106255616
6	106325382	106325452
6	106325382	106325448
6	106325392	106325443
6	106325321	106325522
6	106340617	106340676
6	106325652	106325783
6	106325570	106325712
6	106220102	106220229
6	106268609	106268755
6	106293768	106294005
6	106259272	106259404
6	106332893	106332942
6	106196593	106196640
6	106321487	106321589
6	106325732	106325793
6	106295697	106295766
6	106189866	106189935
6	106325722	106325770
6	106224379	106224706
6	106239124	106239370
6	106325570	106325622
6	106186854	106187031
6	106305306	106305517
6	106335636	106335727
6	106196687	106196817
6	106281168	106281299
6	106325783	106326069
6	106274415	106274496
6	106328389	106328648
6	106230541	106230781
6	106274318	106274382
6	106254142	106254200
6	106182220	106182658
6	106292380	106292551
6	106325593	106325632
6	106330661	106330821
6	106220666	106220802
6	106325528	106325720
6	106316415	106316507
6	106324947	106325112
6	106226923	106226996
6	106221576	106221785
6	106325332	106325620
6	106293845	106294192
6	106189487	106189560
6	106329297	106329632
6	106328597	106328750
6	106325783	106325871
6	106303447	106303494
6	106238860	106238914
6	106274111	106274218
6	106281645	106281677
6	106233394	106233521
6	106326541	106326646
6	106219128	106219609
6	106325778	106325935
6	106279751	106279895
6	106210581	106210778
6	106258088	106258340
6	106223423	106223461
6	106325503	106325616
6	106237414	106237597
6	106225074	106225117
6	106259959	106260036
6	106229409	106229646
6	106193092	106193262
6	106259825	106259885
6	106325698	106325777
6	106189164	106189348
6	106325936	106326053
6	106294075	106294194
6	106331748	106331868
6	106195100	106195427
6	106311030	106311140
6	106325760	106325869
6	106238027	106238114
6	106326318	106326452
6	106223439	106223527
6	106195281	106195373
6	106181614	106181809
6	106312487	106312832
6	106194827	106195045
6	106195250	106195300
6	106323565	106323738
6	106185428	106185471
6	106273296	106273567
6	106237701	106237858
6	106250360	106250438
6	106325292	106325372
6	106324272	106324449
6	106272982	106273202
6	106224719	106224759
6	106210667	106210729
6	106321561	106321749
6	106287375	106287491
6	106221271	106221400
6	106242893	106242977
6	106323610	106323781
6	106278130	106278172
6	106229421	106229852
6	106339551	106339775
6	106257766	106258123
6	106312057	106312194
6	106197288	106197562
6	106195177	106195215
6	106325650	106325714
6	106321749	106321932
6	106326813	106326940
6	106320551	106320804
6	106181735	106182088
6	106285964	106286146
6	106325306	106325578
6	106256398	106256461
6	106284687	106284875
6	106234000	106234121
6	106303964	106304074
6	106209758	106209832
6	106324818	106324956
6	106278984	106279053
6	106326678	106326734
6	106235795	106235854
6	106328548	106328750
6	106246310	106246418
6	106325626	106325862
6	106232075	106232120
6	106206630	106206817
6	106194689	106194906
6	106240810	106240989
6	106325532	106325705
6	106325448	106325536
6	106234286	106234384
6	106287121	106287241
6	106221600	106221663
6	106197615	106197699
6	106219398	106219544
6	106324955	106324999
6	106271195	106271460
6	106292349	106292392
6	106329239	106329289
6	106225679	106225800
6	106328045	106328096
6	106311754	106311820
6	106258774	106258858
6	106325622	106325733
6	106204972	106205049
6	106325458	106325538
6	106279074	106279114
6	106335040	106335196
6	106302335	106302379
6	106230522	106230607
6	106251145	106251267
6	106242312	106242395
6	106201693	106201728
6	106229759	106229788
6	106325700	106325868
6	106199192	106199612
6	106224087	106224130
6	106233038	106233091
6	106241120	106241305
6	106217004	106217048
6	106236359	106236412
6	106235194	106235303
6	106325434	106325522
6	106303622	106303831
6	106204147	106204225
6	106335201	106335254
6	106331929	106331968
6	106210142	106210296
6	106269901	106270269
6	106261418	106261513
6	106325724	106325773
6	106325760	106325861
6	106335146	106335246
6	106325867	106325962
6	106335184	106335276
6	106252801	106252855
6	106254809	106255116
6	106317255	106317503
6	106273106	106273365
6	106216302	106216507
6	106225766	106225976
6	106300976	106301131
6	106190141	106190258
6	106223506	106223592
6	106325956	106326305
6	106285529	106285912
6	106324782	106325148
6	106182278	106182494
6	106267733	106267932
6	106328946	106329317
6	106328946	106329315
6	106328823	106328912
6	106234967	106235022
6	106338942	106339061
6	106199395	106199705
6	106325584	106325643
6	106318483	106318674
6	106318483	106318673
6	106195836	106195886
6	106326100	106326206
6	106186081	106186483
6	106195075	106195325
6	106316136	106316620
6	106325768	106325836
6	106340908	106341094
6	106312034	106312213
6	106304827	106305402
6	106304829	106305402
6	106195305	106195362
6	106195855	106196248
6	106196480	106196550
6	106321926	106322085
6	106268671	106268714
6	106183958	106184044
6	106326712	106326854
6	106195016	106195260
6	106325626	106325707
6	106317217	106317285
6	106257634	106257695
6	106325231	106325452
6	106325231	106325453
6	106302346	106302415
6	106194397	106194454
6	106253873	106254064
6	106324582	106324669
6	106261798	106261904
6	106220615	106220654
6	106293681	106293808
6	106318087	106318158
6	106242680	106242848
6	106325794	106326242
6	106335129	106335242
6	106191145	106191346
6	106325613	106325783
6	106325305	106325595
6	106339637	106339668
6	106312517	106312614
6	106325568	106325705
6	106205137	106205181
6	106227198	106227439
6	106224384	106224544
6	106306406	106306578
6	106324553	106324637
6	106198459	106198513
6	106316409	106316576
6	106325728	106325764
6	106270826	106270910
6	106220567	106220624
6	106286103	106286149
6	106323591	106323862
6	106206535	106206676
6	106244991	106245040
6	106221212	106221247
6	106243815	106243894
6	106294639	106294749
6	106325613	106325867
6	106325613	106325865
6	106236003	106236056
6	106223532	106223723
6	106325769	106325864
6	106339510	106339640
6	106328739	106328779
6	106244935	106245025
6	106330820	106330875
6	106261566	106261849
6	106335187	106335237
6	106294821	106295030
6	106321889	106322051
6	106253643	106253764
6	106281112	106281177
6	106325648	106325862
6	106326451	106326516
6	106294438	106294641
6	106261587	106261794
6	106222910	106222998
6	106255026	106255072
6	106316954	106316984
6	106268857	106268909
6	106311155	106311195
6	106325813	106325864
6	106179891	106179960
6	106233218	106233464
6	106192969	106193027
6	106311356	106311405
6	106325919	106326303
6	106325693	106325955
6	106209148	106209314
6	106254456	106254646
6	106194732	106194946
6	106325789	106325860
6	106223355	106223404
6	106309315	106309366
6	106289591	106289790
6	106310638	106310702
6	106217641	106217726
6	106325586	106325632
6	106227453	106227557
6	106207152	106207276
6	106253405	106253541
6	106257074	106257175
6	106197337	106197441
6	106236936	106237091
6	106301297	106301438
6	106239555	106239819
6	106309043	106309096
6	106313415	106313542
6	106208726	106208897
6	106325696	106325787
6	106262680	106262717
6	106258048	106258109
6	106316603	106316978
6	106290668	106290790
6	106265418	106265497
6	106334973	106335016
6	106325518	106325889
6	106237745	106237848
6	106226483	106226639
6	106334401	106334508
6	106325946	106326019
6	106245180	106245589
6	106245180	106245587
6	106325784	106325919
6	106180316	106180378
6	106288778	106289087
6	106292824	106292889
6	106312798	106313103
6	106199740	106199835
6	106325635	106325782
6	106205333	106205430
6	106252936	106253012
6	106326392	106326646
6	106264199	106264529
6	106195312	106195382
6	106219865	106220051
6	106339550	106339630
6	106192930	106193017
6	106222003	106222153
6	106320946	106321164
6	106264199	106264530
6	106220710	106220765
6	106226084	106226334
6	106334792	106334877
6	106325778	106325843
6	106197538	106197587
6	106194586	106194628
6	106339547	106339648
6	106264426	106264490
6	106337189	106337268
6	106334925	106334982
6	106212881	106213088
6	106339111	106339161
6	106221674	106221796
6	106273856	106274059
6	106275153	106275283
6	106325648	106325733
6	106231002	106231059
6	106332367	106332420
6	106331912	106332281
6	106339899	106339986
6	106339556	106339583
6	106197685	106197722
6	106255406	106255545
6	106339492	106339631
6	106336187	106336315
6	106300621	106300755
6	106323712	106323860
6	106309636	106309947
6	106296260	106296461
6	106332559	106332755
6	106241689	106241734
6	106325310	106325593
6	106223231	106223506
6	106277617	106277844
6	106318259	106318431
6	106272349	106272576
6	106284799	106284950
6	106207418	106207458
6	106306069	106306197
6	106336138	106336318
6	106325382	106325456
6	106242385	106242457
6	106279096	106279133
6	106292511	106292532
6	106228981	106229017
6	106269766	106269832
6	106294011	106294075
6	106267693	106267817
6	106322587	106322653
6	106320431	106320493
6	106325320	106325677
6	106325530	106325759
6	106185466	106185658
6	106299593	106299627
6	106324369	106324400
6	106289064	106289166
6	106253325	106253382
6	106325462	106325629
6	106306470	106306540
6	106195771	106195855
6	106253395	106253588
6	106187127	106187181
6	106198952	106199113
6	106195329	106195792
6	106301133	106301178
6	106202448	106202561
6	106339664	106339744
6	106324956	106325173
6	106288701	106288747
6	106312583	106312799
6	106276602	106276677
6	106255837	106256200
6	106325698	106325744
6	106325549	106325870
6	106325388	106325449
6	106220650	106220827
6	106235077	106235196
6	106251563	106251612
6	106332317	106332351
6	106307622	106307674
6	106269537	106269603
6	106210780	106211010
6	106299775	106299841
6	106317182	106317234
6	106224580	106224747
6	106318630	106318689
6	106260713	106260910
6	106260715	106260910
6	106325772	106325869
6	106325852	106325931
6	106337500	106337594
6	106224204	106224442
6	106273196	106273347
6	106207023	106207154
6	106307096	106307167
6	106284165	106284459
6	106220489	106220842
6	106201326	106201378
6	106325424	106325748
6	106220713	106220770
6	106199328	106199607
6	106325474	106325530
6	106325409	106325522
6	106315495	106315626
6	106315495	106315625
6	106305680	106305757
6	106198580	106198667
6	106325368	106325570
6	106194907	106195127
6	106270518	106270584
6	106183378	106183430
6	106322750	106323017
6	106332609	106332681
6	106285073	106285560
6	106339474	106339758
6	106335221	106335266
6	106289484	106289989
6	106259966	106260075
6	106327724	106327998
6	106229138	106229203
6	106316987	106317308
6	106313977	106314306
6	106339675	106339863
6	106278038	106278201
6	106288108	106288164
6	106325509	106325702
6	106236462	106236678
6	106334971	106335030
6	106299588	106299801
6	106325341	106325516
6	106265267	106265320
6	106325188	106325391
6	106301136	106301596
6	106325745	106325940
6	106290299	106290474
6	106218028	106218301
6	106253426	106253468
6	106325789	106325852
6	106226417	106226703
6	106324513	106324771
6	106326387	106326468
6	106338494	106338979
6	106325442	106325627
6	106200978	106201089
6	106239970	106240048
6	106330972	106331141
6	106325841	106325919
6	106325521	106325862
6	106325337	106325489
6	106298908	106298994
6	106339471	106339794
6	106339471	106339795
6	106283922	106284001
6	106257374	106257561
6	106340459	106340532
6	106322261	106322386
6	106325357	106325395
6	106315707	106315761
6	106181017	106181079
6	106325649	106325714
6	106296993	106297160
6	106333216	106333559
6	106308325	106308521
6	106325178	106325386
6	106287195	106287367
6	106287195	106287366
6	106325774	106325913
6	106198656	106198722
6	106325692	106325777
6	106289981	106290173
6	106337912	106338091
6	106337912	106338090
6	106245106	106245327
6	106283164	106283285
6	106339467	106339518
6	106337521	106337622
6	106233441	106233562
6	106285117	106285344
6	106195316	106195424
6	106317727	106317876
6	106195129	106195330
6	106223359	106223487
6	106325391	106325705
6	106339497	106339543
6	106180139	106180311
6	106246432	106246467
6	106301688	106301718
6	106228850	106228930
6	106259431	106259543
6	106303816	106303938
6	106244981	106245342
6	106275800	106275917
6	106198850	106198889
6	106250563	106250620
6	106330573	106330647
6	106325513	106325638
6	106197278	106197440
6	106332040	106332260
6	106334851	106335256
6	106263639	106263743
6	106283817	106283940
6	106333841	106333878
6	106221365	106221451
6	106333648	106333718
6	106323424	106323496
6	106335193	106335264
6	106325387	106325634
6	106325827	106325862
6	106187654	106187821
6	106200131	106200326
6	106212218	106212376
6	106263066	106263230
6	106277691	106277790
6	106207913	106208060
6	106301885	106302145
6	106292750	106292824
6	106193723	106193834
6	106273799	106274062
6	106273798	106274061
6	106288664	106288719
6	106205793	106206128
6	106230280	106230311
6	106230577	106230646
6	106180847	106180936
6	106247384	106247558
6	106325256	106325338
6	106189233	106189349
6	106241880	106241932
6	106323863	106324221
6	106325393	106325429
6	106325393	106325430
6	106278908	106279308
6	106278906	106279308
6	106322229	106322457
6	106200542	106200890
6	106220827	106221165
6	106291795	106291834
6	106277536	106277722
6	106251644	106251806
6	106325788	106326098
6	106213942	106214031
6	106248690	106248927
6	106325444	106325634
6	106211470	106211587
6	106223652	106224068
6	106195128	106195178
6	106219894	106220254
6	106299229	106299282
6	106189408	106189464
6	106265568	106265596
6	106340677	106340745
6	106212876	106212940
6	106265885	106265969
6	106273774	106273816
6	106214752	106214979
6	106307288	106307497
6	106325178	106325288
6	106255907	106256042
6	106328499	106328710
6	106216432	106216772
6	106230542	106230665
6	106325367	106325725
6	106188488	106188634
6	106201135	106201504
6	106325698	106325742
6	106308987	106309044
6	106195104	106195144
6	106248041	106248302
6	106325463	106325692
6	106325463	106325553
6	106253869	106253940
6	106262905	106263083
6	106262906	106263083
6	106287946	106288120
6	106192432	106192476
6	106181683	106181866
6	106336560	106336627
6	106223063	106223201
6	106283748	106283930
6	106334909	106334975
6	106225692	106225923
6	106325783	106326064
6	106339342	106339507
6	106262220	106262357
6	106200746	106200898
6	106335307	106335493
6	106228647	106228696
6	106293630	106293768
6	106246390	106246682
6	106273755	106273798
6	106250659	106250876
6	106249990	106250053
6	106300579	106300776
6	106220908	106221003
6	106194593	106194940
6	106202800	106202871
6	106185427	106185471
6	106244740	106244882
6	106339284	106339601
6	106214477	106214595
6	106284442	106284501
6	106195855	106195992
6	106230801	106230843
6	106220953	106221144
6	106247464	106247564
6	106236536	106236716
6	106326467	106326525
6	106240067	106240183
6	106334971	106335244
6	106325725	106325869
6	106325692	106325862
6	106315556	106315608
6	106223852	106223922
6	106316891	106317042
6	106197662	106197710
6	106257150	106257256
6	106306585	106306900
6	106310911	106310957
6	106225771	106226130
6	106269777	106269868
6	106285052	106285154
6	106339483	106339610
6	106265645	106265715
6	106325649	106325852
6	106260137	106260206
6	106325648	106325852
6	106339551	106339686
6	106205723	106205815
6	106290060	106290131
6	106302629	106302803
6	106186383	106186463
6	106320799	106320943
6	106223252	106223483
6	106325722	106325780
6	106325946	106326005
6	106291695	106291777
6	106230445	106230642
6	106331791	106331973
6	106325620	106325742
6	106325889	106326246
6	106244683	106244782
6	106301121	106301267
6	106325735	106325870
6	106325457	106325707
6	106244473	106244565
6	106234770	106234804
6	106325517	106325934
6	106341098	106341201
6	106271422	106271516
6	106325691	106325737
6	106263720	106263759
6	106323977	106324154
6	106335839	106336314
6	106325697	106325798
6	106328710	106329191
6	106328710	106329190
